                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     350                                      976                  5.0000000000000000E+000                  2.0000000000000000E-002                  1.4658750702524516E+004                  2.0688201359647235E+002                  4.7618259800197529E+003                  3.3426641939382444E+002                  2.6900364875414777E+001                 -8.8001555284500128E+000                  7.0799999999999996E-001                  2.8946274243963351E-005                  2.7197105372575608E-001                  3.4003348417126593E-003                  1.0042037559053040E-003                  9.3356817689024610E-003                  2.0994599496976488E-003                  4.9999783708855645E+000                 -3.6476257772238874E-010                  3.5399846865869780E+000                  1.4473074513753797E-004                  1.3598493861357350E+000                  1.7001600662331882E-002                  5.0209970594885644E-003                  4.6678206921982948E-002                  1.0497254339028733E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9999774548226830E+000                  2.6879230601164132E+001                  4.9999770876165428E+000                  2.6871161305115912E+001                  6.2472194920198421E+005                  6.5262674913533825E+004                  1.4958063630659571E+008                  2.8499646441463340E-012                  2.8499646441463340E-012                  0.0000000000000000E+000                  6.0135868102824009E-013                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                     logL                                 velocity                                  entropy                         conv_mixing_type                                   csound                             v_div_csound                             total_energy                                  v_div_r                                      eta                                       mu                                    logdq                                 dq_ratio                                        q                                   radius                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                                     abar                                       ye                              log_opacity                                  eps_nuc                              non_nuc_neu                                 eps_grav                      newly_nonconvective                        mlt_mixing_length                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                                    gradT                                    gradr                                  dlnd_dt                                  dlnT_dt                                     mass                                     mmid                                    logxq                                       h1                                       h2                                      he3                                      he4                                      li7                                      be7                                       b8                                      c12                                      c13                                      n13                                      n14                                      n15                                      o14                                      o15                                      o16                                      o17                                      o18                                      f17                                      f18                                      f19                                     ne18                                     ne19                                     ne20                                     mg22                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                    other                          gradr_sub_grada                                     logQ                            minertia_star                             minertia_bin 
                                       1                  3.6777738014412060E+000                 -7.6636000901092345E+000                  3.8219684753344332E+000                  1.4297581707943974E+000                  3.3426641939382444E+002                  2.5240927492982554E+000                  0.0000000000000000E+000                  2.0224154367631552E+001                                        0                  7.1116347104410117E+005                 -2.2115467614568811E-006                 -3.5258350471116775E+014                  0.0000000000000000E+000                 -2.0000010265350340E+001                  1.2909837799549104E+000                 -1.2301029995664859E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  2.6900364875414777E+001                  4.7618290642005177E+003                  6.6666666666666663E-001                 -1.7609125905568127E-001                  6.6369489221918102E+003                  9.9980462973751827E-001                  3.8218836188180201E+000                  3.9411214447617532E-001                  1.4758093203848426E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4336042404216687E+000                  1.5948231735100061E-035                  0.0000000000000000E+000                 -1.5780164104248959E+000                                        0                  3.2304083459947481E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3207623394312683E-002                  2.4211586287538892E-001                  2.4211586287538892E-001                 -9.7090093713052981E-012                 -3.4219663417624630E-012                  4.9999783708855645E+000                  4.9999783708843140E+000                 -9.8999999999999986E+001                  7.0799999999999996E-001                  8.1343274125115252E-020                  2.8946274243963236E-005                  2.7197105372575608E-001                  1.2263514047800738E-008                  1.2969385644195139E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381546E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024645E-003                  3.6996885223400409E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240331E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708181E-062                  4.0898155304929960E-003                  1.5948231735100061E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5199628160078640E-001                 -3.0191476929916465E+000                  6.8066319564818226E+057                  1.6865733613964574E+057 
                                       2                  3.6777742256060524E+000                 -7.6635992134866484E+000                  3.8219697362526177E+000                  1.4297581695873434E+000                  3.3426641939382648E+002                  2.5240927492982581E+000                  0.0000000000000000E+000                  2.0224154367631552E+001                                        0                  7.1116377502879594E+005                 -2.2115464639829665E-006                 -3.5258350380834488E+014                  0.0000000000000000E+000                 -2.0000010265350340E+001                  1.2909837503433228E+000                 -1.2123687269662991E+001                  6.6474835914387909E-001                  9.9999999999949996E-001                  2.6900364800649388E+001                  4.7618337149652971E+003                  6.6667082665982436E-001                 -1.7608854907102664E-001                  6.6369681917475646E+003                  9.9980462954149707E-001                  3.8218848796510567E+000                  3.9411212336421014E-001                  1.4757631747606728E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4336026907009045E+000                  1.5948263933513736E-035                  0.0000000000000000E+000                 -1.5779901475980773E+000                                        0                  3.2304094694659381E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3207643801135980E-002                  2.4211611086081236E-001                  2.4211611086081236E-001                 -9.7091096039545593E-012                 -3.4219619569739989E-012                  4.9999783708830643E+000                  4.9999783708811840E+000                 -1.2301029995664859E+001                  7.0799999999999996E-001                  8.1343274125115252E-020                  2.8946274243963232E-005                  2.7197105372575608E-001                  1.2263514047800738E-008                  1.2969385644195139E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381546E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024645E-003                  3.6996885223400414E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240331E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708181E-062                  4.0898155304929960E-003                  1.5948263933513736E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5199602518517336E-001                 -3.0191476646987532E+000                  6.8066319564702011E+057                  1.6865733520710883E+057 
                                       3                  3.6777747351883843E+000                 -7.6635973371454806E+000                  3.8219729796739248E+000                  1.4297581677715441E+000                  3.3426641939382955E+002                  2.5240927492982621E+000                  0.0000000000000000E+000                  2.0224154367631552E+001                                        0                  7.1116489433686680E+005                 -2.2115442760957935E-006                 -3.5258350403541244E+014                  0.0000000000000000E+000                 -2.0000010265350340E+001                  1.2909836807012558E+000                 -1.2123687269662991E+001                  1.0000000000000002E+000                  9.9999999999874789E-001                  2.6900364688178090E+001                  4.7618393022979790E+003                  6.6667708467907916E-001                 -1.7608447238075411E-001                  6.6370177584939202E+003                  9.9980463008361564E-001                  3.8218881233078488E+000                  3.9411211335659030E-001                  1.4757121597372021E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4336011409801404E+000                  1.5948332851884840E-035                  0.0000000000000000E+000                 -1.5780173430310604E+000                                        0                  3.2304162439251919E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3207716660650964E-002                  2.4211725181025187E-001                  2.4211725181025187E-001                 -9.7089396988669046E-012                 -3.4219566897142040E-012                  4.9999783708793037E+000                  4.9999783708774235E+000                 -1.1902338674159745E+001                  7.0799999999999996E-001                  8.1343274125115252E-020                  2.8946274243963239E-005                  2.7197105372575608E-001                  1.2263514047800740E-008                  1.2969385644195139E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381539E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024645E-003                  3.6996885223400409E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240331E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708176E-062                  4.0898155304929960E-003                  1.5948332851884840E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5199486655014835E-001                 -3.0191468075222492E+000                  6.8066319564527201E+057                  1.6865733380427212E+057 
                                       4                  3.6777755993067802E+000                 -7.6635954573387775E+000                  3.8219753441666913E+000                  1.4297581659557510E+000                  3.3426641939383262E+002                  2.5240927492982661E+000                  0.0000000000000000E+000                  2.0224154367631552E+001                                        0                  7.1116528367636481E+005                 -2.2115422990610318E-006                 -3.5258350584861325E+014                  0.0000000000000000E+000                 -2.0000010265350340E+001                  1.2909837799549104E+000                 -1.1745019881889434E+001                  4.1815049210606137E-001                  9.9999999999799571E-001                  2.6900364575707179E+001                  4.7618487769682870E+003                  6.6668334272071716E-001                 -1.7608039571416784E-001                  6.6370538934757351E+003                  9.9980462959238103E-001                  3.8218904875872339E+000                  3.9411215925216675E-001                  1.4756200493822273E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4335981607479018E+000                  1.5948401897844395E-035                  0.0000000000000000E+000                 -1.5781646075546580E+000                                        0                  3.2304223643197269E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3207742367147944E-002                  2.4211833010314776E-001                  2.4211833010314776E-001                 -9.7091107611302176E-012                 -3.4219477579841063E-012                  4.9999783708755432E+000                  4.9999783708710464E+000                 -1.1698031066204789E+001                  7.0799999999999996E-001                  8.1343274125115227E-020                  2.8946274243963229E-005                  2.7197105372575608E-001                  1.2263514047800735E-008                  1.2969385644195137E-042                  1.0051049998795223E-099                  3.4003348417126580E-003                  4.1275769099381539E-005                  1.0228038668345105E-099                  1.0042037559053036E-003                  3.9547909313003774E-006                  1.0095214948763835E-099                  1.0109143936253051E-099                  9.3356817689024627E-003                  3.6996885223400401E-006                  2.1065151715171644E-005                  1.0094047757492760E-099                  1.1105785069240329E-099                  4.9648950670438908E-007                  1.0126174260128437E-099                  1.0095767427707647E-099                  2.0994599496976488E-003                  2.6389391929708176E-062                  4.0898155304929951E-003                  1.5948401897844395E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5199379678603864E-001                 -3.0191466559523370E+000                  6.8066319564352377E+057                  1.6865733240144019E+057 
                                       5                  3.6777776206368400E+000                 -7.6635888515421744E+000                  3.8219836276378341E+000                  1.4297581616133319E+000                  3.3426641939383995E+002                  2.5240927492982759E+000                  0.0000000000000000E+000                  2.0224111002210275E+001                                        0                  7.1116664120413421E+005                 -2.2115404605280748E-006                 -3.5258351018747444E+014                  0.0000000000000000E+000                 -2.0000010265350340E+001                  1.2909837999105453E+000                 -1.1380034916846597E+001                  4.3153401596102364E-001                  9.9999999999619693E-001                  2.6900364306736101E+001                  4.7618709400186435E+003                  6.6669830882691394E-001                 -1.7607064652145984E-001                  6.6371804858479618E+003                  9.9980462968152062E-001                  3.8218987710970969E+000                  3.9411215664744376E-001                  1.4754267547698985E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4335918426555554E+000                  1.5948644533441825E-035                  0.0000000000000000E+000                 -1.5779225997602571E+000                                        0                  3.2304286037959967E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3207831554501599E-002                  2.4212016752446006E-001                  2.4212016752446006E-001                 -9.7087319500019446E-012                 -3.4219268636325290E-012                  4.9999783708665495E+000                  4.9999783708561285E+000                 -1.1419860289365451E+001                  7.0799999999999996E-001                  8.1343274125115252E-020                  2.8946274243963236E-005                  2.7197105372575608E-001                  1.2263514047800738E-008                  1.2969385644195139E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381546E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024645E-003                  3.6996885223400414E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240331E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708181E-062                  4.0898155304929960E-003                  1.5948644533441825E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5199199094251645E-001                 -3.0191440928158535E+000                  6.8066319563934322E+057                  1.6865732904660640E+057 
                                       6                  3.6777813160662416E+000                 -7.6635767207065637E+000                  3.8220000221282424E+000                  1.4297581515507323E+000                  3.3426641939385701E+002                  2.5240927492982976E+000                  0.0000000000000000E+000                  2.0224122289091788E+001                                        0                  7.1117009356173349E+005                 -2.2115340763436056E-006                 -3.5258351343310369E+014                  0.0000000000000000E+000                 -2.0000010265350340E+001                  1.2909837503433228E+000                 -1.1171280937125289E+001                  6.1836659487210821E-001                  9.9999999999202849E-001                  2.6900363683454881E+001                  4.7619114591444441E+003                  6.6673299050638146E-001                 -1.7604805508832519E-001                  6.6374310422105309E+003                  9.9980463040703604E-001                  3.8219151659026536E+000                  3.9411213528513905E-001                  1.4750414734975166E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4335778951686782E+000                  1.5949090117257964E-035                  0.0000000000000000E+000                 -1.5777287165943237E+000                                        0                  3.2304492895656738E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3208058321470500E-002                  2.4212601996863969E-001                  2.4212601996863969E-001                 -9.7080202471753630E-012                 -3.4218886616796021E-012                  4.9999783708457066E+000                  4.9999783708288552E+000                 -1.1098461262453444E+001                  7.0799999999999996E-001                  8.1343274125115252E-020                  2.8946274243963236E-005                  2.7197105372575608E-001                  1.2263514047800738E-008                  1.2969385644195139E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381546E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024662E-003                  3.6996885223400409E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240331E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708181E-062                  4.0898155304929960E-003                  1.5949090117257967E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5198612851641635E-001                 -3.0191393528390478E+000                  6.8066319562965522E+057                  1.6865732127251840E+057 
                                       7                  3.6777879155428197E+000                 -7.6635563353982263E+000                  3.8220267015189684E+000                  1.4297581352783124E+000                  3.3426641939388452E+002                  2.5240927492983336E+000                  0.0000000000000000E+000                  2.0224111002210201E+001                                        0                  7.1117521043985046E+005                 -2.2115230154553531E-006                 -3.5258351955255162E+014                  0.0000000000000000E+000                 -2.0000010265350333E+001                  1.2909837503433226E+000                 -1.0894778163734765E+001                  5.2905061869864445E-001                  9.9999999998528766E-001                  2.6900362675535099E+001                  4.7619838210169182E+003                  6.6678907826352707E-001                 -1.7601152235442377E-001                  6.6378388025273580E+003                  9.9980463053366320E-001                  3.8219418453483840E+000                  3.9411215354204171E-001                  1.4743724981439102E-005                  1.2866349704929871E+000                  8.5400181198104208E-001                 -1.4335561990779802E+000                  1.5949838928298803E-035                  0.0000000000000000E+000                 -1.5775163105550416E+000                                        0                  3.2304848436992302E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3208392931395833E-002                  2.4213562012079640E-001                  2.4213562012079640E-001                 -9.7071998277201701E-012                 -3.4218204325852675E-012                  4.9999783708120029E+000                  4.9999783707801493E+000                 -1.0832316647480152E+001                  7.0799999999999985E-001                  8.1343274125115252E-020                  2.8946274243963236E-005                  2.7197105372575608E-001                  1.2263514047800736E-008                  1.2969385644195139E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381553E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024627E-003                  3.6996885223400409E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240329E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708181E-062                  4.0898155304929960E-003                  1.5949838928298806E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5197652148122029E-001                 -3.0191321664838657E+000                  6.8066319561398839E+057                  1.6865730870089478E+057 
                                       8                  3.6778005798270001E+000                 -7.6635165203048414E+000                  3.8220797155215434E+000                  1.4297581045219798E+000                  3.3426641939393653E+002                  2.5240927492984011E+000                  0.0000000000000000E+000                  2.0224040310832496E+001                                        0                  7.1118594439917232E+005                 -2.2115032716753966E-006                 -3.5258353365574906E+014                  0.0000000000000000E+000                 -2.0000010265350340E+001                  1.2909838347911835E+000                 -1.0608261354371496E+001                  5.1699124744071179E-001                  9.9999999997254607E-001                  2.6900360770476414E+001                  4.7621226853087528E+003                  6.6689509943293601E-001                 -1.7594247390996257E-001                  6.6386491280021055E+003                  9.9980463159390776E-001                  3.8219948598115070E+000                  3.9411210930943485E-001                  1.4730988477585215E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4335137605709003E+000                  1.5951301552661683E-035                  0.0000000000000000E+000                 -1.5770913345312394E+000                                        0                  3.2305484674608378E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3209094995578963E-002                  2.4215214632933899E-001                  2.4215214632933899E-001                 -9.7053787985629281E-012                 -3.4216894897578693E-012                  4.9999783707482957E+000                  4.9999783706866809E+000                 -1.0561395451444248E+001                  7.0799999999999996E-001                  8.1343274125115252E-020                  2.8946274243963236E-005                  2.7197105372575608E-001                  1.2263514047800738E-008                  1.2969385644195139E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381546E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024645E-003                  3.6996885223400414E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240331E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708176E-062                  4.0898155304929960E-003                  1.5951301552661683E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5195999213821190E-001                 -3.0191176799588426E+000                  6.8066319558437495E+057                  1.6865728493940122E+057 
                                       9                  3.6778257114612485E+000                 -7.6634380100530253E+000                  3.8221832588053402E+000                  1.4297580450364031E+000                  3.3426641939403714E+002                  2.5240927492985317E+000                  0.0000000000000000E+000                  2.0223947123263876E+001                                        0                  7.1120626961638732E+005                 -2.2114642158254830E-006                 -3.5258356202697100E+014                  0.0000000000000000E+000                 -2.0000008914184566E+001                  1.2909838199853898E+000                 -1.0304961126240947E+001                  4.9739311783107409E-001                  9.9999999994790056E-001                  2.6900357085918056E+001                  4.7623982664948608E+003                  6.6710019294791911E-001                 -1.7580893373475831E-001                  6.6402320849779835E+003                  9.9980463295099375E-001                  3.8220984036847940E+000                  3.9411208543777465E-001                  1.4705969113391467E-005                  1.2866349704929871E+000                  8.5400181198104230E-001                 -1.4334295988124779E+000                  1.5954186053151006E-035                  0.0000000000000000E+000                 -1.5760390570747647E+000                                        0                  3.2306741667805271E+009                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.3210426464577470E-002                  2.4218476130681696E-001                  2.4218476130681696E-001                 -9.7019370492900315E-012                 -3.4214295823719023E-012                  4.9999783706250689E+000                  4.9999783705011946E+000                 -1.0283166535310473E+001                  7.0799999999999996E-001                  8.1343274125115252E-020                  2.8946274243963236E-005                  2.7197105372575608E-001                  1.2263514047800736E-008                  1.2969385644195137E-042                  1.0051049998795225E-099                  3.4003348417126589E-003                  4.1275769099381546E-005                  1.0228038668345107E-099                  1.0042037559053038E-003                  3.9547909313003783E-006                  1.0095214948763837E-099                  1.0109143936253053E-099                  9.3356817689024645E-003                  3.6996885223400409E-006                  2.1065151715171648E-005                  1.0094047757492764E-099                  1.1105785069240331E-099                  4.9648950670438919E-007                  1.0126174260128439E-099                  1.0095767427707649E-099                  2.0994599496976492E-003                  2.6389391929708181E-062                  4.0898155304929960E-003                  1.5954186053151006E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5192734007310396E-001                 -3.0190894329755231E+000                  6.8066319552709493E+057                  1.6865723898249637E+057 
